S_UNNR,N_LFDNR,S_VORSILBE,S_NAME,S_SPEZIFIKATION,S_KLASSE,S_KLASSIFIZIERUNGSCODE,S_VP_GRUPPE,S_KENN1,S_KENN2,S_KENN3,S_KENN4,SV_10,SV_11,S_BEGRENZTE_MENGEN,S_FREIGEST_MENGEN,S_ZUSAMMENPACKUNG1,S_ZUSAMMENPACKUNG2,S_TANK_CODE1,S_TANK_CODE2,S_TANKFAHRZEUG,S_BEFOERDERUNGSKATEGORIE,S_TUNNEL_CODE,S_GEFAHRNR,N_MULTIPLIKATOR,N_ERGAENZ_TECH,S_VERTRAEGL_GR,N_VERBOT,N_UNNR,N_SICHERUNG,S_MENGE_SICHERUNG_TANK,S_MENGE_SICHERUNG_LS,S_MENGE_SICHERUNG_VP,S_KENNZ_N
3321,1,,RADIOAKTIVE STOFFE MIT GERINGER SPEZIFISCHER AKTIVITÄT (LSA-II),"nicht spaltbar oder spaltbar, freigestellt",7.0,,,7X,,,,,,0,E0,,,"S2,65AN(+)","L2,65CN(+)",AT,0,E,70,,0.0,,1,3321,2.0,,,,
3322,1,,RADIOAKTIVE STOFFE MIT GERINGER SPEZIFISCHER AKTIVITÄT (LSA-III),"nicht spaltbar oder spaltbar, freigestellt",7.0,,,7X,,,,,,0,E0,,,"S2,65AN(+)","L2,65CN(+)",AT,0,E,70,,0.0,,1,3322,2.0,,,,
3323,1,,"RADIOAKTIVE STOFFE, TYP C-VERSANDSTÜCK","nicht spaltbar oder spaltbar, freigestellt",7.0,,,7X,,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3323,2.0,,,,
3324,1,,"RADIOAKTIVE STOFFE MIT GERINGER SPEZIFISCHER AKTIVITÄT (LSA-II), SPALTBAR",,7.0,,,7X,7E,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3324,2.0,,,,
3325,1,,"RADIOAKTIVE STOFFE MIT GERINGER SPEZIFISCHER AKTIVITÄT (LSA-III), SPALTBAR",,7.0,,,7X,7E,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3325,2.0,,,,
3326,1,,"RADIOAKTIVE STOFFE, OBERFLÄCHENKONTAMINIERTE GEGENSTÄNDE (SCO-I), SPALTBAR",,7.0,,,7X,7E,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3326,2.0,,,,
3326,2,,"RADIOAKTIVE STOFFE, OBERFLÄCHENKONTAMINIERTE GEGENSTÄNDE (SCO-II), SPALTBAR",,7.0,,,7X,7E,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3326,2.0,,,,
3327,1,,"RADIOAKTIVE STOFFE, TYP A-VERSANDSTÜCK, SPALTBAR",nicht in besonderer Form,7.0,,,7X,7E,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3327,2.0,,,,
3328,1,,"RADIOAKTIVE STOFFE, TYP B(U)-VERSANDSTÜCK, SPALTBAR",,7.0,,,7X,7E,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3328,2.0,,,,
3329,1,,"RADIOAKTIVE STOFFE, TYP B(M)-VERSANDSTÜCK, SPALTBAR",,7.0,,,7X,7E,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3329,2.0,,,,
3330,1,,"RADIOAKTIVE STOFFE, TYP C-VERSANDSTÜCK, SPALTBAR",,7.0,,,7X,7E,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3330,2.0,,,,
3331,1,,"RADIOAKTIVE STOFFE, UNTER SONDERVEREINBARUNG BEFÖRDERT, SPALTBAR",,7.0,,,7X,7E,,,,,0,E0,,,,,,0,-,70,,0.0,,1,3331,2.0,,,,
3332,1,,"RADIOAKTIVE STOFFE, TYP A-VERSANDSTÜCK, IN BESONDERER FORM","nicht spaltbar oder spaltbar, freigestellt",7.0,,,7X,,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3332,2.0,,,,
3333,1,,"RADIOAKTIVE STOFFE, TYP A-VERSANDSTÜCK, IN BESONDERER FORM, SPALTBAR",,7.0,,,7X,7E,,,,,0,E0,,,,,,0,E,70,,0.0,,1,3333,2.0,,,,
3334,1,,"Flüssiger Stoff, den für die Luftfahrt geltenden Vorschriften unterliegend, n.a.g.",,9.0,M11,,,,,,,,,,,,,,,,,,,,,2,3334,,,,,
3335,1,,"Fester Stoff, den für die Luftfahrt geltenden Vorschriften unterliegend, n.a.g.",,9.0,M11,,,,,,,,,,,,,,,,,,,,,2,3335,,,,,
3336,1,,"MERCAPTANE, FLÜSSIG, ENTZÜNDBAR, N.A.G.",,3.0,F1,I,3,,,,,,0,E0,MP7,MP17,L4BN,,FL,1,D/E,33,50.0,1.0,,1,3336,1.0,3000,a),b),
3336,2,,"MERCAPTANE, MISCHUNG, FLÜSSIG, ENTZÜNDBAR, N.A.G.",,3.0,F1,I,3,,,,,,0,E0,MP7,MP17,L4BN,,FL,1,D/E,33,50.0,1.0,,1,3336,1.0,3000,a),b),
3336,3,,"MERCAPTANE, FLÜSSIG, ENTZÜNDBAR, N.A.G.",(Dampfdruck bei 50 °C größer als 110 kPa),3.0,F1,II,3,,,,,,1 L,E2,MP19,,"L1,5BN",,FL,2,D/E,33,3.0,1.0,,1,3336,1.0,3000,a),b),
3336,4,,"MERCAPTANE, MISCHUNG, FLÜSSIG, ENTZÜNDBAR, N.A.G.",(Dampfdruck bei 50 °C größer als 110 kPa),3.0,F1,II,3,,,,,,1 L,E2,MP19,,"L1,5BN",,FL,2,D/E,33,3.0,1.0,,1,3336,1.0,3000,a),b),
3336,5,,"MERCAPTANE, FLÜSSIG, ENTZÜNDBAR, N.A.G.",(Dampfdruck bei 50 °C höchstens 110 kPa),3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,1.0,,1,3336,1.0,3000,a),b),
3336,6,,"MERCAPTANE, MISCHUNG, FLÜSSIG, ENTZÜNDBAR, N.A.G.",(Dampfdruck bei 50 °C höchstens 110 kPa),3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,1.0,,1,3336,1.0,3000,a),b),
3336,7,,"MERCAPTANE, FLÜSSIG, ENTZÜNDBAR, N.A.G.",,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,1.0,,1,3336,0.0,,,,
3336,8,,"MERCAPTANE, MISCHUNG, FLÜSSIG, ENTZÜNDBAR, N.A.G.",,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,1.0,,1,3336,0.0,,,,
3337,1,,GAS ALS KÄLTEMITTEL R 404A,"(Pentafluorethan, 1,1,1-Trifluorethan und 1,1,1,2-Tetrafluorethan, zeotropes Gemisch mit ca. 44 % Pentafluorethan und 52 % 1,1,1-Trifluorethan)",2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,3337,0.0,,,,
3338,1,,GAS ALS KÄLTEMITTEL R 407A,"(Difluormethan, Pentafluorethan und 1,1,1,2-Tetrafluorethan, zeotropes Gemisch mit ca. 20 % Difluormethan und 40 % Pentafluorethan)",2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,3338,0.0,,,,
3339,1,,GAS ALS KÄLTEMITTEL R 407B,"(Difluormethan, Pentafluorethan und 1,1,1,2-Tetrafluorethan, zeotropes Gemisch mit ca. 10 % Difluormethan und 70 % Pentafluorethan)",2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,3339,0.0,,,,
3340,1,,GAS ALS KÄLTEMITTEL R 407C,"(Difluormethan, Pentafluorethan und 1,1,1,2-Tetrafluorethan, zeotropes Gemisch mit ca. 23 % Difluormethan und 25 % Pentafluorethan)",2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,3340,0.0,,,,
3341,1,,THIOHARNSTOFFDIOXID,,4.2,S2,II,4.2,,,,,,0,E2,MP14,,SGAV,,AT,2,D/E,40,3.0,0.0,,1,3341,0.0,,,,
3341,2,,THIOHARNSTOFFDIOXID,,4.2,S2,III,4.2,,,,,,0,E1,MP14,,SGAV,,AT,3,E,40,1.0,0.0,,1,3341,0.0,,,,
3342,1,,XANTHATE,,4.2,S2,II,4.2,,,,,,0,E2,MP14,,SGAV,,AT,2,D/E,40,3.0,0.0,,1,3342,0.0,,,,E
3342,2,,XANTHATE,,4.2,S2,III,4.2,,,,,,0,E1,MP14,,SGAV,,AT,3,E,40,1.0,0.0,,1,3342,0.0,,,,E
3343,1,,"NITROGLYCERIN, GEMISCH, DESENSIBILISIERT, FLÜSSIG, ENTZÜNDBAR, N.A.G.",mit höchstens 30 Masse-% Nitroglycerin,3.0,D,,3,,,,,,0,E0,MP2,,,,,0,B,,,1.0,,1,3343,1.0,a),a),0,
3344,1,,"PENTAERYTHRITTETRANITRAT, GEMISCH, DESENSIBILISIERT, FEST, N.A.G.","mit mehr als 10 Masse-%, aber höchstens 20 Masse-% PETN",4.1,D,II,4.1,,,,,,0,E0,MP2,,,,,2,B,,3.0,1.0,,1,3344,1.0,a),a),0,-
3344,2,,"PENTAERYTHRITOLTETRANITRAT, GEMISCH, DESENSIBILISIERT, FEST, N.A.G.","mit mehr als 10 Masse-%, aber höchstens 20 Masse-% PETN",4.1,D,II,4.1,,,,,,0,E0,MP2,,,,,2,B,,3.0,1.0,,1,3344,1.0,a),a),0,-
3344,3,,"PETN, GEMISCH, DESENSIBILISIERT, FEST, N.A.G.","mit mehr als 10 Masse-%, aber höchstens 20 Masse-% PETN",4.1,D,II,4.1,,,,,,0,E0,MP2,,,,,2,B,,3.0,1.0,,1,3344,1.0,a),a),0,-
3344,4,,,,4.1,D,II,4.1,,,,,,0,E0,MP2,,,,,2,B,,3.0,1.0,,1,3344,1.0,a),a),0,-
3345,1,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FEST, GIFTIG",,6.1,T7,I,6.1,,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,1.0,,1,3345,1.0,0,a),0,E
3345,2,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FEST, GIFTIG",,6.1,T7,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,3345,0.0,,,,E
3345,3,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FEST, GIFTIG",,6.1,T7,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,1.0,,1,3345,0.0,,,,E
3346,1,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG",Flammpunkt unter 23 °C,3.0,FT2,I,3,6.1,,,,,0,E0,MP7,MP17,L10CH,,FL,1,C/E,336,50.0,1.0,,1,3346,1.0,3000,a),b),E
3346,2,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG",Flammpunkt unter 23 °C,3.0,FT2,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,1.0,,1,3346,1.0,3000,a),b),E
3347,1,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR",mit einem Flammpunkt von 23 °C oder darüber,6.1,TF2,I,6.1,3,,,,,0,E5,MP8,MP17,L10CH,,FL,1,C/E,663,50.0,1.0,,1,3347,1.0,0,a),0,E
3347,2,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR",mit einem Flammpunkt von 23 °C oder darüber,6.1,TF2,II,6.1,3,,,,,100 ml,E4,MP15,,L4BH,,FL,2,D/E,63,3.0,1.0,,1,3347,0.0,,,,E
3347,3,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR",mit einem Flammpunkt von 23 °C oder darüber,6.1,TF2,III,6.1,3,,,,,5 L,E1,MP19,,L4BH,,FL,2,D/E,63,3.0,1.0,,1,3347,0.0,,,,E
3348,1,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG",,6.1,T6,I,6.1,,,,,,0,E5,MP8,MP17,L10CH,,AT,1,C/E,66,50.0,1.0,,1,3348,1.0,0,a),0,E
3348,2,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG",,6.1,T6,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,1.0,,1,3348,0.0,,,,E
3348,3,,"PHENOXYESSIGSÄUREDERIVAT-PESTIZID, FLÜSSIG, GIFTIG",,6.1,T6,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,1.0,,1,3348,0.0,,,,E
3349,1,,"PYRETHROID-PESTIZID, FEST, GIFTIG",,6.1,T7,I,6.1,,,,,,0,E5,MP18,,S10AH,L10CH,AT,1,C/E,66,50.0,1.0,,1,3349,1.0,0,a),0,E
3349,2,,"PYRETHROID-PESTIZID, FEST, GIFTIG",,6.1,T7,II,6.1,,,,,,500 g,E4,MP10,,SGAH,L4BH,AT,2,D/E,60,3.0,1.0,,1,3349,0.0,,,,E
3349,3,,"PYRETHROID-PESTIZID, FEST, GIFTIG",,6.1,T7,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,1.0,,1,3349,0.0,,,,E
3350,1,,"PYRETHROID-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG",Flammpunkt unter 23 °C,3.0,FT2,I,3,6.1,,,,,0,E0,MP7,MP17,L10CH,,FL,1,C/E,336,50.0,1.0,,1,3350,1.0,3000,a),b),E
3350,2,,"PYRETHROID-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG",Flammpunkt unter 23 °C,3.0,FT2,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,1.0,,1,3350,1.0,3000,a),b),E
3351,1,,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR",mit einem Flammpunkt von 23 °C oder darüber,6.1,TF2,I,6.1,3,,,,,0,E5,MP8,MP17,L10CH,,FL,1,C/E,663,50.0,1.0,,1,3351,1.0,0,a),0,E
3351,2,,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR",mit einem Flammpunkt von 23 °C oder darüber,6.1,TF2,II,6.1,3,,,,,100 ml,E4,MP15,,L4BH,,FL,2,D/E,63,3.0,1.0,,1,3351,0.0,,,,E
3351,3,,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR",mit einem Flammpunkt von 23 °C oder darüber,6.1,TF2,III,6.1,3,,,,,5 L,E1,MP19,,L4BH,,FL,2,D/E,63,3.0,1.0,,1,3351,0.0,,,,E
3352,1,,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG",,6.1,T6,I,6.1,,,,,,0,E5,MP8,MP17,L10CH,,AT,1,C/E,66,50.0,1.0,,1,3352,1.0,0,a),0,E
3352,2,,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG",,6.1,T6,II,6.1,,,,,,100 ml,E4,MP15,,L4BH,,AT,2,D/E,60,3.0,1.0,,1,3352,0.0,,,,E
3352,3,,"PYRETHROID-PESTIZID, FLÜSSIG, GIFTIG",,6.1,T6,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,1.0,,1,3352,0.0,,,,E
3354,1,,"INSEKTENBEKÄMPFUNGSMITTEL, GASFÖRMIG, ENTZÜNDBAR, N.A.G.",,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,23,3.0,1.0,,1,3354,1.0,3000,a),b),
3355,1,,"INSEKTENBEKÄMPFUNGSMITTEL, GASFÖRMIG, GIFTIG, ENTZÜNDBAR, N.A.G.",,2.0,2TF,,2.3,2.1,,,,,0,E0,MP9,,PxBH(M),,FL,1,B/D,263,50.0,1.0,,1,3355,1.0,0,a),0,
3356,1,,"SAUERSTOFFGENERATOR, CHEMISCH",,5.1,O3,,5.1,,,,,,0,E0,MP2,,,,,2,E,,3.0,0.0,,1,3356,0.0,,,,
3357,1,,"NITROGLYCERIN, GEMISCH, DESENSIBILISIERT, FLÜSSIG, N.A.G.",mit höchstens 30 Masse-% Nitroglycerin,3.0,D,II,3,,,,,,0,E0,MP2,,,,,2,B,,3.0,1.0,,1,3357,1.0,a),a),0,
3358,1,,KÄLTEMASCHINEN,"mit entzündbarem, nicht giftigem verflüssigtem Gas",2.0,6F,,2.1,,,,,,0,E0,MP9,,,,,2,D,,3.0,0.0,,1,3358,1.0,a),a),b),
3359,1,,BEGASTE GÜTERBEFÖRDERUNGSEINHEIT,,9.0,M11,,,,,,,,,,,,,,,-,-,,,0.0,,1,3359,0.0,,,,
3360,1,,"Fasern, pflanzlichen Ursprungs, trocken",,4.1,F1,,,,,,,,,,,,,,,,,,,,,2,3360,,,,,
3361,1,,"CHLORSILANE, GIFTIG, ÄTZEND, N.A.G.",,6.1,TC1,II,6.1,8,,,,,0,E0,MP15,,L4BH,,AT,2,D/E,68,3.0,1.0,,1,3361,0.0,,,,
3362,1,,"CHLORSILANE, GIFTIG, ÄTZEND, ENTZÜNDBAR, N.A.G.",,6.1,TFC,II,6.1,3,8,,,,0,E0,MP15,,L4BH,,FL,2,D/E,638,3.0,1.0,,1,3362,0.0,,,,
3363,1,,GEFÄHRLICHE GÜTER IN GEGENSTÄNDEN,,9.0,M11,,9,,,,,,0,E0,,,,,,,,,,0.0,,1,3363,0.0,,,,
3363,2,,GEFÄHRLICHE GÜTER IN MASCHINEN,,9.0,M11,,9,,,,,,0,E0,,,,,,,,,,0.0,,1,3363,0.0,,,,
3363,3,,GEFÄHRLICHE GÜTER IN GERÄTEN,,9.0,M11,,9,,,,,,0,E0,,,,,,,,,,0.0,,1,3363,0.0,,,,
3364,1,,"TRINITROPHENOL, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3364,1.0,a),a),0,-
3364,2,,"PIKRINSÄURE, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3364,1.0,a),a),0,-
3365,1,,"TRINITROCHLORBENZEN, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3365,1.0,a),a),0,+
3365,2,,"PIKRYLCHLORID, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3365,1.0,a),a),0,+
3366,1,,"TRINITROTOLUEN, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3366,1.0,a),a),0,+
3366,2,,"TNT, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3366,1.0,a),a),0,+
3366,3,,,,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3366,1.0,a),a),0,+
3367,1,,"TRINITROBENZEN, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3367,1.0,a),a),0,+
3368,1,,"TRINITROBENZOESÄURE, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3368,1.0,a),a),0,
3369,1,,"NATRIUMDINITROORTHOCRESOLAT, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,DT,I,4.1,6.1,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3369,1.0,a),a),0,+
3370,1,,"HARNSTOFFNITRAT, ANGEFEUCHTET",mit mindestens 10 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3370,1.0,a),a),0,
3371,1,2-,METHYLBUTANAL,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,3371,1.0,3000,a),b),
3373,1,,"BIOLOGISCHER STOFF, KATEGORIE B",,6.2,I4,,6.2,,,,,,0,E0,,,L4BH,,AT,-,-,606,,0.0,,1,3373,0.0,,,,
3373,2,,"BIOLOGISCHER STOFF, KATEGORIE B",(nur tierische Stoffe),6.2,I4,,6.2,,,,,,0,E0,,,L4BH,,AT,-,-,606,,0.0,,1,3373,0.0,,,,
3374,1,,"ACETYLEN, LÖSUNGSMITTELFREI",,2.0,2F,,2.1,,,,,,0,E0,MP9,,,,,2,D,,3.0,0.0,,1,3374,1.0,a),a),b),-
3375,1,,AMMONIUMNITRAT-EMULSION,"Zwischenprodukt für die Herstellung von Sprengstoffen, flüssig",5.1,O1,II,5.1,,,,,,0,E2,MP2,,LGAV(+),,AT,2,E,50,3.0,0.0,,1,3375,1.0,3000,a),b),
3375,2,,AMMONIUMNITRAT-SUSPENSION,"Zwischenprodukt für die Herstellung von Sprengstoffen, flüssig",5.1,O1,II,5.1,,,,,,0,E2,MP2,,LGAV(+),,AT,2,E,50,3.0,0.0,,1,3375,1.0,3000,a),b),
3375,3,,AMMONIUMNITRAT-GEL,"Zwischenprodukt für die Herstellung von Sprengstoffen, flüssig",5.1,O1,II,5.1,,,,,,0,E2,MP2,,LGAV(+),,AT,2,E,50,3.0,0.0,,1,3375,1.0,3000,a),b),
3375,4,,AMMONIUMNITRAT-EMULSION,"Zwischenprodukt für die Herstellung von Sprengstoffen, fest",5.1,O2,II,5.1,,,,,,0,E2,MP2,,SGAV(+),,AT,2,E,50,3.0,0.0,,1,3375,1.0,3000,a),b),
3375,5,,AMMONIUMNITRAT-SUSPENSION,"Zwischenprodukt für die Herstellung von Sprengstoffen, fest",5.1,O2,II,5.1,,,,,,0,E2,MP2,,SGAV(+),,AT,2,E,50,3.0,0.0,,1,3375,1.0,3000,a),b),
3375,6,,AMMONIUMNITRAT-GEL,"Zwischenprodukt für die Herstellung von Sprengstoffen, fest",5.1,O2,II,5.1,,,,,,0,E2,MP2,,SGAV(+),,AT,2,E,50,3.0,0.0,,1,3375,1.0,3000,a),b),
3376,1,4-,NITROPHENYLHYDRAZIN,mit mindestens 30 Masse-% Wasser,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,0.0,,1,3376,1.0,a),a),0,
3377,1,,NATRIUMPERBORAT-MONOHYDRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,3377,0.0,,,,
3378,1,,NATRIUMCARBONAT-PEROXYHYDRAT,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAV,,AT,2,E,50,3.0,0.0,,1,3378,0.0,,,,
3378,2,,NATRIUMCARBONAT-PEROXYHYDRAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,3378,0.0,,,,
3379,1,,"DESENSIBILISIERTER EXPLOSIVER FLÜSSIGER STOFF, N.A.G.",,3.0,D,I,3,,,,,,0,E0,MP2,,,,,1,B,,50.0,1.0,,1,3379,1.0,a),a),0,
3380,1,,"DESENSIBILISIERTER EXPLOSIVER FESTER STOFF, N.A.G.",,4.1,D,I,4.1,,,,,,0,E0,MP2,,,,,1,B,,50.0,1.0,,1,3380,1.0,a),a),0,
3381,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, N.A.G.",mit einem LC50-Wert von höchstens 200 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 500 LC50,6.1,T1,I,6.1,,,,,,0,E0,MP8,MP17,L15CH,,AT,1,C/D,66,50.0,1.0,,1,3381,1.0,0,a),0,
3381,2,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, N.A.G.",mit einem LC50-Wert von höchstens 200 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 500 LC50,6.1,T4,I,6.1,,,,,,0,E0,MP8,MP17,L15CH,,AT,1,C/D,66,50.0,1.0,,1,3381,1.0,0,a),0,
3382,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, N.A.G.",mit einem LC50-Wert von höchstens 1000 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 10 LC50,6.1,T1,I,6.1,,,,,,0,E0,MP8,MP17,L10CH,,AT,1,C/D,66,50.0,1.0,,1,3382,1.0,0,a),0,
3382,2,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, N.A.G.",mit einem LC50-Wert von höchstens 1000 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 10 LC50,6.1,T4,I,6.1,,,,,,0,E0,MP8,MP17,L10CH,,AT,1,C/D,66,50.0,1.0,,1,3382,1.0,0,a),0,
3383,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G.",mit einem LC50-Wert von höchstens 200 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 500 LC50,6.1,TF1,I,6.1,3,,,,,0,E0,MP8,MP17,L15CH,,FL,1,C/D,663,50.0,1.0,,1,3383,1.0,0,a),0,
3384,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G.",mit einem LC50-Wert von höchstens 1000 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 10 LC50,6.1,TF1,I,6.1,3,,,,,0,E0,MP8,MP17,L10CH,,FL,1,C/D,663,50.0,1.0,,1,3384,1.0,0,a),0,
3385,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G.",mit einem LC50-Wert von höchstens 200 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 500 LC50,6.1,TW1,I,6.1,4.3,,,,,0,E0,MP8,MP17,L15CH,,AT,1,C/D,623,50.0,1.0,,1,3385,1.0,0,a),0,
3386,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G.",mit einem LC50-Wert von höchstens 1000 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 10 LC50,6.1,TW1,I,6.1,4.3,,,,,0,E0,MP8,MP17,L10CH,,AT,1,C/D,623,50.0,1.0,,1,3386,1.0,0,a),0,
3387,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G.",mit einem LC50-Wert von höchstens 200 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 500 LC50,6.1,TO1,I,6.1,5.1,,,,,0,E0,MP8,MP17,L15CH,,AT,1,C/D,665,50.0,1.0,,1,3387,1.0,0,a),0,
3388,1,,"BEIM EINATMEN GIFTIGER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G.",mit einem LC50-Wert von höchstens 1000 ml/m³ und einer gesättigten Dampfkonzentration von mindestens 10 LC50,6.1,TO1,I,6.1,5.1,,,,,0,E0,MP8,MP17,L10CH,,AT,1,C/D,665,50.0,1.0,,1,3388,1.0,0,a),0,
